id,employee_id,date_taken,taken_by,file_taken_time,documents_taken,status_of_documents,taken_by_email,expected_return_date
194,45534,2/10/2023,Shobha M J,10.10am,"Aadhar Card, Passport Photo, EPF Form",Exit - Archive 74,mariem@manipalgroup.info,23/07/2025
195,44539,2/10/2023,SPG,10.15am,"PAN Card, Appointment Letter, EPF Form",Returned - Archive 31,bindiya@manipalgroup.info,22/07/2025
196,30698,2/10/2023,Bindiya,12.30pm,"Aadhar Card, PAN Card",Exit - Archive 63,mariem@manipalgroup.info,23/07/2025
197,85055,2/13/2023,Shobha M J,11.55am,"EPF Form, NDA Declaration",Returned - Archive 43,mariem@manipalgroup.info,15/07/2025
198,45529,2/13/2023,Ashoka,3.45am,"PAN Card, EPF Form",Returned - Archive 16,mariem@manipalgroup.info,11/07/2025
199,10356,2/13/2023,SPG,5.35pm,"Employment Form, Aadhar Card, Appointment Letter, Passport Photo",Returned - Archive 71,spg@manipalgroup.info,17/07/2025
200,65730,2/15/2023,mariem,11.12am,"PAN Card, Passport Photo, Appointment Letter",Returned - Archive 88,shobhamj@manipalgroup.info,21/07/2025
201,45598,2/15/2023,Ashoka,11.105am,"Employment Form, NDA Declaration, Aadhar Card",Exit - Archive 37,spg@manipalgroup.info,17/07/2025
202,55605,2/16/2023,Ashoka,11.04am,Passport Photo,Exit - Archive 55,ashoka@manipalgroup.info,14/07/2025
203,41357,2/17/2023,Bindiya,12.05am,Passport Photo,Exit - Archive 33,spg@manipalgroup.info,13/07/2025
204,30725,2/17/2023,Shobha M J,12.05am,"EPF Form, Appointment Letter, Employment Form, Aadhar Card",Exit - Archive 13,spg@manipalgroup.info,25/07/2025
205,11022,2/17/2023,Shobha M J,12.05am,"NDA Declaration, Passport Photo, Appointment Letter, EPF Form",Exit - Archive 8,ashoka@manipalgroup.info,25/07/2025
206,45450,2/17/2023,Shobha M J,12.05am,"PAN Card, Employment Form, NDA Declaration",Exit - Archive 87,shobhamj@manipalgroup.info,22/07/2025
207,11222,2/17/2023,SPG,12.05am,"Aadhar Card, EPF Form",Exit - Archive 31,shobhamj@manipalgroup.info,24/07/2025
208,43853,2/18/2023,Ashoka,5.20pm,"Passport Photo, Employment Form, Appointment Letter",Returned - Archive 24,bindiya@manipalgroup.info,22/07/2025
209,55333,2/18/2023,mariem,5.20pm,"Appointment Letter, PAN Card, Passport Photo, Aadhar Card",Returned - Archive 36,ashoka@manipalgroup.info,18/07/2025
210,45295,2/18/2023,Ashoka,5.20pm,"NDA Declaration, Passport Photo",Returned - Archive 35,ashoka@manipalgroup.info,26/07/2025
211,11114,2/18/2023,Ashoka,5.20pm,"Appointment Letter, Aadhar Card",Returned - Archive 74,bindiya@manipalgroup.info,26/07/2025
212,43614,2/20/2023,Bindiya,10.35am,EPF Form,Returned - Archive 53,bindiya@manipalgroup.info,26/07/2025
213,42426,2/20/2023,Bindiya,10.35am,"Passport Photo, Employment Form, NDA Declaration, EPF Form",Returned - Archive 12,mariem@manipalgroup.info,17/07/2025
214,44261,2/20/2023,mariem,10.35am,"PAN Card, Aadhar Card, Passport Photo",Returned - Archive 25,mariem@manipalgroup.info,15/07/2025
215,43578,2/20/2023,mariem,10.35am,Aadhar Card,Returned - Archive 10,ashoka@manipalgroup.info,24/07/2025
216,44832,2/21/2023,Ashoka,10.30am,"EPF Form, Employment Form, NDA Declaration, Passport Photo",Returned - Archive 87,shobhamj@manipalgroup.info,24/07/2025
217,11222,2/22/2023,SPG,10.42am,"Aadhar Card, NDA Declaration, Employment Form",Returned - Archive 33,spg@manipalgroup.info,28/07/2025
218,55739,2/22/2023,Ashoka,12.05am,Aadhar Card,Exit - Archive 8,spg@manipalgroup.info,16/07/2025
219,43264,2/22/2023,Ashoka,12.05am,PAN Card,Exit - Archive 82,shobhamj@manipalgroup.info,12/07/2025
220,30868,2/23/2023,mariem,11.55am,"NDA Declaration, Employment Form, PAN Card",Exit - Archive 50,ashoka@manipalgroup.info,20/07/2025
221,41983,2/28/2023,Shobha M J,10.30am,"Appointment Letter, Aadhar Card, Passport Photo",Returned - Archive 71,spg@manipalgroup.info,28/07/2025
222,44560,2/28/2023,Shobha M J,3.22pm,"Aadhar Card, NDA Declaration, Employment Form",Exit - Archive 2,shobhamj@manipalgroup.info,17/07/2025
223,43040,2/28/2023,SPG,3.45pm,PAN Card,Returned - Archive 93,shobhamj@manipalgroup.info,11/07/2025
224,44992,3/1/2023,Shobha M J,10.30am,"PAN Card, Appointment Letter, EPF Form",Returned - Archive 99,shobhamj@manipalgroup.info,22/07/2025
225,55450,3/1/2023,mariem,11.05am,"Aadhar Card, Passport Photo, EPF Form",Returned - Archive 31,shobhamj@manipalgroup.info,25/07/2025
226,55584,3/2/2023,Shobha M J,9.35am,"Appointment Letter, NDA Declaration, Aadhar Card, PAN Card",Returned - Archive 80,shobhamj@manipalgroup.info,15/07/2025
227,55272,2/3/2023,Ashoka,4.50pm,"Appointment Letter, PAN Card, EPF Form, Aadhar Card",Returned - Archive 85,spg@manipalgroup.info,24/07/2025
228,11229,2/4/2023,Bindiya,4.53pm,"Passport Photo, NDA Declaration, Employment Form, Appointment Letter",Exit - Archive 77,bindiya@manipalgroup.info,27/07/2025
229,43353,3/6/2023,Bindiya,10.00am,"Employment Form, EPF Form",Returned - Archive 69,spg@manipalgroup.info,26/07/2025
230,45551,3/6/2023,SPG,3.41pm,Appointment Letter,Exit - Archive 94,bindiya@manipalgroup.info,24/07/2025
231,55614,3/7/2023,Ashoka,5.53pm,EPF Form,Returned - Archive 38,ashoka@manipalgroup.info,17/07/2025
232,55459,3/9/2023,Ashoka,10.44am,"Passport Photo, EPF Form, Aadhar Card",Returned - Archive 45,shobhamj@manipalgroup.info,16/07/2025
233,55148,3/9/2023,mariem,2.55pm,"Passport Photo, EPF Form, PAN Card",Exit - Archive 35,ashoka@manipalgroup.info,27/07/2025
234,45620,3/9/2023,Bindiya,2.55pm,"Employment Form, Appointment Letter, PAN Card, NDA Declaration",Exit - Archive 85,shobhamj@manipalgroup.info,25/07/2025
235,44877,3/9/2023,Bindiya,03.05pm,Aadhar Card,Returned - Archive 28,mariem@manipalgroup.info,15/07/2025
236,42105,3/10/2023,Bindiya,9.55am,"Passport Photo, PAN Card",Returned - Archive 30,mariem@manipalgroup.info,20/07/2025
237,45569,3/10/2023,SPG,3.23am,"NDA Declaration, Appointment Letter",Returned - Archive 43,spg@manipalgroup.info,23/07/2025
238,28169,3/10/2023,Shobha M J,5.36pm,"Appointment Letter, NDA Declaration, Aadhar Card, EPF Form",Returned - Archive 73,spg@manipalgroup.info,23/07/2025
239,28181,3/10/2023,Ashoka,5.36pm,"PAN Card, NDA Declaration, Passport Photo",Returned - Archive 43,mariem@manipalgroup.info,20/07/2025
240,28187,3/10/2023,mariem,5.36pm,"Aadhar Card, PAN Card, Employment Form, NDA Declaration",Returned - Archive 61,mariem@manipalgroup.info,17/07/2025
241,28220,3/10/2023,SPG,5.36pm,NDA Declaration,Returned - Archive 97,ashoka@manipalgroup.info,24/07/2025
242,28327,3/10/2023,mariem,5.36pm,"Aadhar Card, PAN Card, NDA Declaration, Employment Form",Returned - Archive 62,bindiya@manipalgroup.info,13/07/2025
243,28402,3/13/2023,mariem,11.35am,Appointment Letter,Returned - Archive 43,shobhamj@manipalgroup.info,20/07/2025
244,28403,3/13/2023,Bindiya,11.35am,"PAN Card, Aadhar Card",Returned - Archive 75,spg@manipalgroup.info,24/07/2025
245,28404,3/13/2023,Shobha M J,11.35am,"Passport Photo, Aadhar Card",Returned - Archive 26,bindiya@manipalgroup.info,23/07/2025
246,28405,3/13/2023,Shobha M J,11.35am,"EPF Form, Aadhar Card, NDA Declaration, Appointment Letter",Returned - Archive 52,spg@manipalgroup.info,10/07/2025
247,14008,3/13/2023,Bindiya,11.35am,Passport Photo,Returned - Archive 22,spg@manipalgroup.info,19/07/2025
248,20323,3/13/2023,Shobha M J,11.35am,"Appointment Letter, Aadhar Card",Returned - Archive 71,ashoka@manipalgroup.info,14/07/2025
249,30862,3/13/2023,Ashoka,12.49pm,"EPF Form, NDA Declaration, Employment Form, Aadhar Card",Returned - Archive 50,shobhamj@manipalgroup.info,11/07/2025
250,30873,3/13/2023,Shobha M J,12.49pm,"Appointment Letter, NDA Declaration, Passport Photo, EPF Form",Returned - Archive 84,shobhamj@manipalgroup.info,10/07/2025
251,30874,3/13/2023,mariem,12.49pm,"Passport Photo, NDA Declaration, EPF Form",Returned - Archive 4,ashoka@manipalgroup.info,13/07/2025
252,30852,3/13/2023,Bindiya,12.49pm,"Appointment Letter, NDA Declaration, Aadhar Card",Returned - Archive 68,spg@manipalgroup.info,12/07/2025
253,30831,3/13/2023,Bindiya,12.49pm,"Aadhar Card, EPF Form, NDA Declaration",Returned - Archive 97,shobhamj@manipalgroup.info,19/07/2025
254,30825,3/13/2023,Shobha M J,12.49pm,PAN Card,Returned - Archive 92,shobhamj@manipalgroup.info,28/07/2025
255,77003,3/13/2023,Bindiya,3.3.pm,Passport Photo,Returned - Archive 84,ashoka@manipalgroup.info,12/07/2025
256,77128,3/13/2023,SPG,3.3.pm,"Aadhar Card, Employment Form",Returned - Archive 68,mariem@manipalgroup.info,25/07/2025
257,77134,3/13/2023,Ashoka,3.3.pm,"Appointment Letter, Passport Photo, NDA Declaration, Aadhar Card",Returned - Archive 96,mariem@manipalgroup.info,18/07/2025
258,44756,3/13/2023,Bindiya,4.30pm,Aadhar Card,Returned - Archive 79,shobhamj@manipalgroup.info,17/07/2025
259,45161,3/13/2023,Ashoka,4.30pm,"PAN Card, Aadhar Card, Appointment Letter, NDA Declaration",Returned - Archive 86,mariem@manipalgroup.info,17/07/2025
260,45023,3/13/2023,SPG,4.30pm,"Employment Form, Passport Photo, EPF Form",Returned - Archive 3,shobhamj@manipalgroup.info,18/07/2025
261,45550,3/14/2023,Shobha M J,3.30pm,"PAN Card, EPF Form",Exit - Archive 30,shobhamj@manipalgroup.info,20/07/2025
262,28406,3/14/2023,Bindiya,4.45pm,"NDA Declaration, PAN Card, Aadhar Card, Passport Photo",Returned - Archive 55,mariem@manipalgroup.info,22/07/2025
263,28407,3/14/2023,Ashoka,4.45pm,"Passport Photo, EPF Form, Aadhar Card, PAN Card",Returned - Archive 52,mariem@manipalgroup.info,12/07/2025
264,14009,3/14/2023,SPG,4.45pm,NDA Declaration,Returned - Archive 43,bindiya@manipalgroup.info,21/07/2025
265,44666,3/14/2023,Ashoka,4.50pm,"Appointment Letter, Passport Photo, NDA Declaration",Exit - Archive 19,bindiya@manipalgroup.info,19/07/2025
266,45680,3/16/2023,Shobha M J,10.25amam,"Appointment Letter, EPF Form",Returned - Archive 79,shobhamj@manipalgroup.info,25/07/2025
267,30749,3/16/2023,SPG,10.30am,"NDA Declaration, Employment Form",Exit - Archive 90,shobhamj@manipalgroup.info,23/07/2025
268,45303,3/16/2023,Shobha M J,3.26pm,"Appointment Letter, Employment Form, Passport Photo, PAN Card",Exit - Archive 57,bindiya@manipalgroup.info,15/07/2025
269,41866,3/16/2023,Shobha M J,3.48pm,"EPF Form, Aadhar Card, Passport Photo, PAN Card",Exit - Archive 39,bindiya@manipalgroup.info,21/07/2025
270,71048,3/16/2023,mariem,4.45pm,"NDA Declaration, EPF Form, PAN Card, Employment Form",Returned - Archive 73,bindiya@manipalgroup.info,24/07/2025
271,43040,3/17/2023,Shobha M J,10.45am,"PAN Card, Passport Photo, Appointment Letter, Aadhar Card",Returned - Archive 94,spg@manipalgroup.info,16/07/2025
272,15626,3/18/2023,Bindiya,5.40pm,"Employment Form, PAN Card, Appointment Letter",Returned - Archive 16,ashoka@manipalgroup.info,12/07/2025
273,15627,3/18/2023,Shobha M J,5.40pm,"EPF Form, Aadhar Card",Returned - Archive 11,mariem@manipalgroup.info,23/07/2025
274,15628,3/18/2023,Ashoka,5.40pm,"Aadhar Card, Appointment Letter, NDA Declaration, Passport Photo",Returned - Archive 39,mariem@manipalgroup.info,26/07/2025
275,15629,3/18/2023,Ashoka,5.40pm,Appointment Letter,Returned - Archive 86,bindiya@manipalgroup.info,22/07/2025
276,15630,3/18/2023,mariem,5.40pm,"Appointment Letter, EPF Form, Passport Photo",Returned - Archive 30,mariem@manipalgroup.info,16/07/2025
277,43479,3/18/2023,Bindiya,10.30am,"Aadhar Card, Appointment Letter, Passport Photo",Exit - Archive 24,ashoka@manipalgroup.info,21/07/2025
278,40663,3/18/2023,Ashoka,10.30am,Aadhar Card,Exit - Archive 88,bindiya@manipalgroup.info,26/07/2025
279,45023,3/18/2023,Ashoka,4.30pm,"Employment Form, EPF Form, Aadhar Card",Returned - Archive 15,spg@manipalgroup.info,22/07/2025
280,30825,1/20/2023,Ashoka,2.28pm,"PAN Card, EPF Form",Returned - Archive 25,ashoka@manipalgroup.info,17/07/2025
281,30831,1/20/2023,Bindiya,2.28pm,"Appointment Letter, PAN Card, Employment Form",Returned - Archive 71,mariem@manipalgroup.info,14/07/2025
282,30852,1/20/2023,Bindiya,2.28pm,"Employment Form, PAN Card, Passport Photo",Returned - Archive 68,spg@manipalgroup.info,19/07/2025
283,30873,1/20/2023,Bindiya,2.28pm,"NDA Declaration, Passport Photo",Returned - Archive 3,spg@manipalgroup.info,22/07/2025
284,30874,1/20/2023,Ashoka,2.28pm,Aadhar Card,Returned - Archive 26,spg@manipalgroup.info,27/07/2025
285,11065,1/20/2023,mariem,4.30pm,"NDA Declaration, Employment Form, PAN Card, EPF Form",Returned - Archive 38,ashoka@manipalgroup.info,10/07/2025
286,44801,1/20/2023,Shobha M J,4.30pm,"Employment Form, Aadhar Card",Returned - Archive 25,shobhamj@manipalgroup.info,23/07/2025
287,11006,1/20/2023,Shobha M J,4.30pm,Passport Photo,Returned - Archive 14,shobhamj@manipalgroup.info,20/07/2025
288,11181,1/21/2023,Ashoka,10.30am,"Aadhar Card, Appointment Letter",Returned - Archive 63,shobhamj@manipalgroup.info,15/07/2025
289,45185,1/21/2023,Ashoka,10.35am,"Employment Form, NDA Declaration",Exit - Archive 32,ashoka@manipalgroup.info,24/07/2025
290,45324,1/21/2023,mariem,10.35am,"Aadhar Card, Passport Photo, NDA Declaration, Appointment Letter",Exit - Archive 46,spg@manipalgroup.info,22/07/2025
291,45555,1/21/2023,Bindiya,10.35am,"NDA Declaration, Passport Photo, EPF Form",Exit - Archive 48,bindiya@manipalgroup.info,14/07/2025
292,55653,1/23/2023,SPG,10.40am,"Passport Photo, PAN Card, Aadhar Card, Appointment Letter",Exit - Archive 89,ashoka@manipalgroup.info,15/07/2025
293,55746,3/24/2023,Bindiya,5.18pm,"EPF Form, Aadhar Card, PAN Card, Appointment Letter",Exit - Archive 62,mariem@manipalgroup.info,19/07/2025
294,45520,3/24/2023,SPG,5.18pm,"Aadhar Card, Employment Form, NDA Declaration",Exit - Archive 64,spg@manipalgroup.info,11/07/2025
295,28329,3/27/2023,SPG,5.45pm,Passport Photo,Returned - Archive 5,bindiya@manipalgroup.info,17/07/2025
296,15521,3/27/2023,mariem,5.45pm,Employment Form,Returned - Archive 79,bindiya@manipalgroup.info,27/07/2025
297,43639,3/27/2023,Ashoka,5.45pm,"Employment Form, NDA Declaration",Returned - Archive 69,spg@manipalgroup.info,10/07/2025
298,28330,3/27/2023,mariem,5.45pm,"NDA Declaration, Passport Photo, Employment Form, Appointment Letter",Returned - Archive 17,shobhamj@manipalgroup.info,24/07/2025
299,45572,3/28/2023,SPG,10.25am,"NDA Declaration, EPF Form, Appointment Letter",Exit - Archive 12,ashoka@manipalgroup.info,25/07/2025
300,43539,3/28/2023,SPG,10.25am,"NDA Declaration, Appointment Letter, EPF Form, PAN Card",Returned - Archive 32,bindiya@manipalgroup.info,12/07/2025
301,30838,3/28/2023,Bindiya,10.25am,"PAN Card, Employment Form, Passport Photo",Exit - Archive 1,spg@manipalgroup.info,24/07/2025
302,41974,3/29/2023,Bindiya,10.30am,Appointment Letter,Returned - Archive 26,spg@manipalgroup.info,13/07/2025
303,85038,3/30/2023,Shobha M J,10.30am,"Aadhar Card, Passport Photo, Employment Form, Appointment Letter",Exit - Archive 63,spg@manipalgroup.info,22/07/2025
304,44118,3/30/2023,Ashoka,10.30am,"PAN Card, Passport Photo, NDA Declaration, Employment Form",Exit - Archive 37,spg@manipalgroup.info,23/07/2025
305,41669,3/30/2023,Ashoka,12.21pm,"PAN Card, Aadhar Card, Appointment Letter",Returned - Archive 17,bindiya@manipalgroup.info,25/07/2025
306,41741,3/30/2023,Ashoka,12.21pm,PAN Card,Returned - Archive 24,spg@manipalgroup.info,23/07/2025
307,41743,3/30/2023,mariem,12.21pm,"PAN Card, EPF Form, Appointment Letter",Returned - Archive 94,bindiya@manipalgroup.info,25/07/2025
308,41784,3/30/2023,Shobha M J,12.21pm,"Appointment Letter, Passport Photo, Aadhar Card, NDA Declaration",Returned - Archive 57,bindiya@manipalgroup.info,16/07/2025
309,42331,3/30/2023,mariem,12.21pm,"Aadhar Card, EPF Form",Returned - Archive 1,ashoka@manipalgroup.info,22/07/2025
310,43759,3/30/2023,SPG,12.21pm,"Aadhar Card, NDA Declaration, Appointment Letter, PAN Card",Returned - Archive 55,shobhamj@manipalgroup.info,14/07/2025
311,43040,3/30/2023,Ashoka,11.05am,Aadhar Card,Exit - Archive 40,bindiya@manipalgroup.info,13/07/2025
312,45480,3/30/2023,Bindiya,11.05am,"NDA Declaration, Appointment Letter",Exit - Archive 70,ashoka@manipalgroup.info,26/07/2025
313,44992,3/31/2023,SPG,12.29pm,"NDA Declaration, Aadhar Card",Exit - Archive 71,ashoka@manipalgroup.info,22/07/2025
314,85055,3/31/2023,Shobha M J,2.05pm,"PAN Card, Appointment Letter, Employment Form, Aadhar Card",Returned - Archive 89,bindiya@manipalgroup.info,25/07/2025
315,45594,3/31/2023,Bindiya,2.14pm,Employment Form,Exit - Archive 65,mariem@manipalgroup.info,19/07/2025
316,28312,3/31/2023,Ashoka,4.30pm,EPF Form,Returned - Archive 34,bindiya@manipalgroup.info,26/07/2025
317,28408,3/31/2023,Ashoka,4.30pm,"Passport Photo, PAN Card",Returned - Archive 58,shobhamj@manipalgroup.info,11/07/2025
318,20076,3/31/2023,Shobha M J,4.30pm,"PAN Card, Employment Form",Returned - Archive 25,ashoka@manipalgroup.info,28/07/2025
319,30852,4/1/2023,Ashoka,4.38pm,"EPF Form, PAN Card, Employment Form, NDA Declaration",Returned - Archive 10,shobhamj@manipalgroup.info,25/07/2025
320,30483,4/3/2023,SPG,10.25am,"EPF Form, NDA Declaration, Passport Photo",Returned - Archive 82,mariem@manipalgroup.info,28/07/2025
321,45522,4/3/2023,Shobha M J,2.40pm,"EPF Form, PAN Card, Employment Form",Exit - Archive 19,mariem@manipalgroup.info,22/07/2025
322,28268,4/3/2023,SPG,5.20pm,"Appointment Letter, Passport Photo, Employment Form",Returned - Archive 71,spg@manipalgroup.info,24/07/2025
323,28186,4/3/2023,mariem,5.20pm,"Passport Photo, Employment Form, Appointment Letter",Returned - Archive 96,ashoka@manipalgroup.info,14/07/2025
324,28022,4/3/2023,Bindiya,5.30pm,"Employment Form, Appointment Letter",Returned - Archive 51,mariem@manipalgroup.info,11/07/2025
325,28068,4/3/2023,mariem,5.30pm,"Appointment Letter, Employment Form, EPF Form",Returned - Archive 18,shobhamj@manipalgroup.info,13/07/2025
326,28070,4/3/2023,mariem,5.30pm,"Employment Form, EPF Form, Aadhar Card, PAN Card",Returned - Archive 58,mariem@manipalgroup.info,12/07/2025
327,28072,4/3/2023,mariem,5.30pm,"Passport Photo, Appointment Letter, EPF Form, Aadhar Card",Returned - Archive 70,shobhamj@manipalgroup.info,18/07/2025
328,28076,4/3/2023,Ashoka,5.30pm,"Aadhar Card, Employment Form, PAN Card",Returned - Archive 21,spg@manipalgroup.info,23/07/2025
329,28089,4/3/2023,mariem,5.30pm,"PAN Card, Passport Photo, EPF Form, Appointment Letter",Returned - Archive 43,shobhamj@manipalgroup.info,20/07/2025
330,28091,4/3/2023,SPG,5.30pm,"EPF Form, PAN Card, Passport Photo",Returned - Archive 15,spg@manipalgroup.info,28/07/2025
331,28054,4/3/2023,Shobha M J,5.30pm,"NDA Declaration, Passport Photo, Employment Form, PAN Card",Returned - Archive 84,shobhamj@manipalgroup.info,20/07/2025
332,28313,4/4/2023,Ashoka,11.19am,"Employment Form, NDA Declaration, Appointment Letter, EPF Form",Returned - Archive 86,ashoka@manipalgroup.info,20/07/2025
333,85017,4/5/2023,Shobha M J,11.52am,"Aadhar Card, Passport Photo, Appointment Letter",Returned - Archive 82,spg@manipalgroup.info,25/07/2025
334,86136,4/6/2023,Ashoka,9.35am,PAN Card,Returned - Archive 73,bindiya@manipalgroup.info,22/07/2025
335,85044,4/6/2023,SPG,10.10am,"Aadhar Card, Appointment Letter, Passport Photo",Returned - Archive 90,bindiya@manipalgroup.info,16/07/2025
336,45241,4/6/2023,Bindiya,11.05am,"EPF Form, Aadhar Card, Appointment Letter",Exit - Archive 29,mariem@manipalgroup.info,13/07/2025
337,30371,4/6/2023,Ashoka,2.39pm,NDA Declaration,Exit - Archive 65,spg@manipalgroup.info,20/07/2025
338,45515,4/6/2023,Bindiya,2.39pm,"Passport Photo, Appointment Letter",Exit - Archive 90,spg@manipalgroup.info,28/07/2025
339,45339,4/6/2023,Ashoka,2.39pm,Passport Photo,Exit - Archive 88,spg@manipalgroup.info,14/07/2025
340,42698,4/10/2023,Shobha M J,10-30am,"Employment Form, Passport Photo, Appointment Letter",Returned - Archive 34,ashoka@manipalgroup.info,20/07/2025
341,55742,4/10/2023,mariem,10.40am,Employment Form,Returned - Archive 28,bindiya@manipalgroup.info,13/07/2025
342,45614,4/12/2023,mariem,12.00pm,"EPF Form, PAN Card",Exit - Archive 4,spg@manipalgroup.info,12/07/2025
343,44788,4/12/2023,Bindiya,12.00pm,"PAN Card, NDA Declaration",Exit - Archive 42,ashoka@manipalgroup.info,20/07/2025
344,30582,4/12/2023,Ashoka,2.30pm,Employment Form,Returned - Archive 35,shobhamj@manipalgroup.info,17/07/2025
345,45299,4/13/2023,SPG,11.30am,"Appointment Letter, PAN Card",Exit - Archive 86,ashoka@manipalgroup.info,16/07/2025
346,55711,4/13/2023,SPG,11.30am,"Aadhar Card, Employment Form, NDA Declaration",Exit - Archive 58,spg@manipalgroup.info,13/07/2025
347,28217,4/13/2023,Ashoka,2.05pm,"Employment Form, Aadhar Card, NDA Declaration",Returned - Archive 28,bindiya@manipalgroup.info,23/07/2025
348,41468,4/13/2023,Shobha M J,2.48pm,Passport Photo,Returned - Archive 5,ashoka@manipalgroup.info,19/07/2025
349,30457,4/13/2023,SPG,4.03pm,"PAN Card, EPF Form, Aadhar Card, Employment Form",Exit - Archive 32,spg@manipalgroup.info,25/07/2025
350,45287,4/13/2023,Ashoka,4.30pm,Employment Form,Returned - Archive 71,spg@manipalgroup.info,21/07/2025
351,43117,4/13/2023,Ashoka,5.35pm,Aadhar Card,Exit - Archive 81,ashoka@manipalgroup.info,20/07/2025
352,55156,4/13/2023,SPG,5.35pm,"EPF Form, Aadhar Card",Exit - Archive 56,shobhamj@manipalgroup.info,14/07/2025
353,45168,4/14/2023,Shobha M J,9.40am,"NDA Declaration, PAN Card, Aadhar Card",Exit - Archive 53,spg@manipalgroup.info,18/07/2025
354,85044,4/14/2023,Ashoka,10.20am,"PAN Card, Employment Form",Returned - Archive 84,bindiya@manipalgroup.info,14/07/2025
355,20277,4/14/2023,Bindiya,4.30PM,"EPF Form, Aadhar Card",Returned - Archive 4,spg@manipalgroup.info,26/07/2025
356,43539,4/17/2023,SPG,9.24am,"PAN Card, EPF Form",Returned - Archive 50,ashoka@manipalgroup.info,26/07/2025
357,45233,4/17/2023,Ashoka,11.20am,Employment Form,Exit - Archive 37,ashoka@manipalgroup.info,17/07/2025
358,85054,4/17/2023,Ashoka,11.20am,"NDA Declaration, Passport Photo",Exit - Archive 30,ashoka@manipalgroup.info,24/07/2025
359,45622,4/17/2023,Shobha M J,11.20am,"EPF Form, Employment Form",Exit - Archive 68,bindiya@manipalgroup.info,15/07/2025
360,71065,4/17/2023,Ashoka,11.20am,"Appointment Letter, Aadhar Card",Exit - Archive 1,bindiya@manipalgroup.info,15/07/2025
361,44235,4/17/2023,Ashoka,11.20am,"EPF Form, Appointment Letter",Exit - Archive 79,bindiya@manipalgroup.info,10/07/2025
362,44193,4/17/2023,mariem,11.20am,"Passport Photo, EPF Form",Exit - Archive 67,mariem@manipalgroup.info,16/07/2025
363,45539,4/17/2023,mariem,11.20am,"PAN Card, Passport Photo, Aadhar Card, Employment Form",Exit - Archive 5,shobhamj@manipalgroup.info,11/07/2025
364,43612,4/17/2023,SPG,06.02pm,"Passport Photo, Appointment Letter, Aadhar Card, Employment Form",Returned - Archive 62,bindiya@manipalgroup.info,25/07/2025
365,28066,4/18/2023,SPG,5.35pm,"PAN Card, NDA Declaration, Employment Form",Returned - Archive 87,ashoka@manipalgroup.info,14/07/2025
366,28401,4/18/2023,mariem,5.35pm,"NDA Declaration, Appointment Letter, Employment Form",Returned - Archive 66,spg@manipalgroup.info,22/07/2025
367,15627,4/18/2023,Shobha M J,5.35pm,"Appointment Letter, Employment Form",Returned - Archive 11,shobhamj@manipalgroup.info,21/07/2025
368,28101,4/18/2023,Shobha M J,5.35pm,"NDA Declaration, EPF Form, Passport Photo, Employment Form",Returned - Archive 14,shobhamj@manipalgroup.info,22/07/2025
369,28192,4/18/2023,Shobha M J,5.35pm,"Passport Photo, NDA Declaration",Returned - Archive 67,mariem@manipalgroup.info,22/07/2025
370,28194,4/18/2023,SPG,5.35pm,"Appointment Letter, Employment Form, PAN Card",Returned - Archive 62,bindiya@manipalgroup.info,15/07/2025
371,28270,4/18/2023,Ashoka,5.35pm,"PAN Card, Passport Photo, EPF Form",Returned - Archive 89,mariem@manipalgroup.info,13/07/2025
372,28337,4/18/2023,Bindiya,5.35pm,"Employment Form, EPF Form, PAN Card, NDA Declaration",Returned - Archive 58,spg@manipalgroup.info,27/07/2025
373,28336,4/18/2023,Shobha M J,5.35pm,"Passport Photo, EPF Form, Appointment Letter, Employment Form",Returned - Archive 72,shobhamj@manipalgroup.info,23/07/2025
374,20743,4/18/2023,Ashoka,5.35pm,"Appointment Letter, Employment Form, Aadhar Card, Passport Photo",Returned - Archive 91,shobhamj@manipalgroup.info,10/07/2025
375,71048,4/19/2023,Shobha M J,10.06am,Employment Form,Returned - Archive 38,mariem@manipalgroup.info,25/07/2025
376,71060,4/19/2023,mariem,10.06am,Aadhar Card,Returned - Archive 39,mariem@manipalgroup.info,10/07/2025
377,28267,4/20/2023,mariem,5.45pm,"PAN Card, EPF Form, Appointment Letter, Employment Form",Returned - Archive 45,spg@manipalgroup.info,16/07/2025
378,61297,4/24/2023,Shobha M J,10.31am,"Aadhar Card, Employment Form",Exit - Archive 69,mariem@manipalgroup.info,23/07/2025
379,45472,4/24/2023,Bindiya,10.45am,"EPF Form, Employment Form, PAN Card, Appointment Letter",Exit - Archive 68,spg@manipalgroup.info,23/07/2025
380,55691,4/25/2023,Ashoka,9.55am,"Appointment Letter, Aadhar Card, EPF Form, Employment Form",Exit - Archive 83,shobhamj@manipalgroup.info,12/07/2025
381,45670,4/25/2023,Ashoka,9.55am,Employment Form,Exit - Archive 59,shobhamj@manipalgroup.info,22/07/2025
382,44832,4/26/2023,Ashoka,9.40am,"Passport Photo, EPF Form, Employment Form, PAN Card",Exit - Archive 79,ashoka@manipalgroup.info,28/07/2025
383,45294,4/27/2023,mariem,10.35am,"Appointment Letter, Employment Form, Aadhar Card, EPF Form",Returned - Archive 64,mariem@manipalgroup.info,24/07/2025
384,44916,4/27/2023,mariem,10.35am,"Employment Form, EPF Form, Appointment Letter",Returned - Archive 40,mariem@manipalgroup.info,17/07/2025
